ID,NOME_FICTICIO,MCA_STATUS,IDADE,COR,GÊNERO,LOCAL,EDU_TÍTULO,GRAD_IES_CA,GRAD_STEM,PÓS,PUBLIC,LÍNG_EST,MOB_REG,MOB_INTER,QT_CARGOS_MOD,SET_PÚB,SET_PRIV,SET_TERC,P1_STEM,DP_STEM,STEM,STUP_NEXUS,STUP_FIN_FAPESP,STUP_FIN_ANJO,STUP_FIN_COLETIVO,STUP_FIN_CLIENTES,STUP_SÓCIO,STUP_SÓCIO_GEN,STUP_PORTE,STUP_SITUACAO,STUP_CNAE
ID00144,Manuela,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Doutor(a),IES pública,Graduação STEM,Pós não-STEM,Publicou,2+ LE,Sem regionalização,Sem internacionalização,10+ cargos,Com experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Diverso,ME,Ativa,Educação (85)
ID00085,Marina,Ativo,46+ anos,Branca,Feminino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Com regionalização,Com internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,Sem anjo,Sem fundos,Com clientes,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00022,Melissa,Ativo,15-30 anos,Branca,Feminino,Em MRVP,Mestre(a),IES pública,Graduação STEM,Pós STEM,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Sim,Diverso,ME,Ativa,Informação e comunicação (58-63)
ID00275,Miguel,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Com internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00348,Moisés,Ativo,15-30 anos,PPI,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Informação e comunicação (58-63)
ID00139,Murilo,Ativo,15-30 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Com internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Diverso,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00225,Natan,Ativo,46+ anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Com regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Diverso,ME,Ativa,Educação (85)
ID00155,Nicole,Ativo,46+ anos,Branca,Feminino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Similar,ME,Ativa,Educação (85)
ID00162,Norberto,Ativo,46+ anos,Branca,Masculino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Diverso,ME,Ativa,Indústria de transformação (10-33)
ID00206,Olívia,Ativo,15-30 anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,SE,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00308,Orestes,Ativo,15-30 anos,PPI,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,Com fundos,,Sim,Similar,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00062,Orlando,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,1 LE,Com regionalização,Sem internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Sim,Similar,ME,Ativa,Informação e comunicação (58-63)
ID00307,Osmar,Ativo,15-30 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,,,,,Não encontrado
ID00239,Osvaldo,Ativo,46+ anos,PPI,Masculino,Em MRVP,Doutor(a),IES pública,Graduação não-STEM,Pós STEM,Publicou,2+ LE,Com regionalização,Com internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,Sem anjo,Sem fundos,,Não,Sem sócio,ME,Ativa,Informação e comunicação (58-63)
ID00140,Otávio,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Mestre(a),IES pública,Graduação não-STEM,Pós STEM,Não publicou,2+ LE,Com regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00141,Pablo,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Com internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,EPP,Inativa,Atividades administrativas e serviços complementares
ID00267,Patrícia,Ativo,31-45 anos,Branca,Feminino,Fora da MRVP,Doutor(a),IES pública,Graduação não-STEM,Pós STEM,Publicou,1 LE,Sem regionalização,Com internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Inativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00312,Priscila,Ativo,15-30 anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Diverso,EPP,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00322,Raul,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Sem regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,Sem anjo,Sem fundos,Com clientes,,,,,Indústria de transformação (10-33)
ID00124,Reginaldo,Ativo,31-45 anos,PPI,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Pós não-STEM,Não publicou,1 LE,Sem regionalização,Com internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,,,,,Não encontrado
ID00251,Régis,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Mestre(a),IES pública,Graduação STEM,Pós STEM,Não publicou,1 LE,Com regionalização,Sem internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Sim,Similar,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00296,Renato,Ativo,15-30 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Com experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Educação (85)
ID00021,Ricardo,Ativo,46+ anos,Branca,Masculino,Em MRVP,Mestre(a),IES pública,Graduação não-STEM,Pós não-STEM,Publicou,1 LE,Sem regionalização,Sem internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Educação (85)
ID00338,Rivaldo,Ativo,46+ anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Inativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
ID00044,Robson,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Com internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Inativa,Indústria de transformação (10-33)
ID00198,Rodolfo,Ativo,46+ anos,Branca,Masculino,Em MRVP,Mestre(a),IES pública,Graduação STEM,Pós STEM,Não publicou,2+ LE,Com regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,MEI,Inativa,Educação (85)
ID00031,Romeu,Ativo,46+ anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Sim,Similar,EPP,Ativa,Informação e comunicação (58-63)
ID00335,Rômulo,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Sim,Similar,EPP,Ativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
ID00210,Rui,Ativo,15-30 anos,Branca,Masculino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Com regionalização,Com internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,Com anjo,Com fundos,Com clientes,Sim,Similar,EPP,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00158,Sabrina,Ativo,31-45 anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Atividades administrativas e serviços complementares
ID00159,Samara,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Similar,EPP,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00323,Samuel,Ativo,46+ anos,Branca,Masculino,Em MRVP,Doutor(a),IES pública,Graduação não-STEM,Pós não-STEM,Publicou,1 LE,Sem regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,EPP,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00045,Sandro,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,1 LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Atividades administrativas e serviços complementares
ID00165,Sara,Ativo,31-45 anos,Branca,Feminino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Inativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00342,Saulo,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Com regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Indústria de transformação (10-33)
ID00082,Sávio,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Com regionalização,Com internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,SE,Ativa,Informação e comunicação (58-63)
ID00109,Sebastião,Ativo,15-30 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,,,,,Não encontrado
ID00076,Serafim,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Informação e comunicação (58-63)
ID00212,Severino,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Mestre(a),IES pública,Graduação não-STEM,Pós não-STEM,Não publicou,2+ LE,Com regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,SE,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00058,Silas,Ativo,15-30 anos,PPI,Masculino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Informação e comunicação (58-63)
ID00329,Sofia,Ativo,31-45 anos,PPI,Feminino,Em MRVP,Mestre(a),IES privada,Graduação não-STEM,Pós STEM,Não publicou,1 LE,Com regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00116,Tadeu,Ativo,46+ anos,PPI,Masculino,Em MRVP,Mestre(a),IES pública,Graduação STEM,Pós STEM,Não publicou,1 LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Diverso,EPP,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00112,Tatiane,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Com regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00125,Timóteo,Ativo,46+ anos,PPI,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Inativa,Educação (85)
ID00034,Ulisses,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Sem DP STEM,Transição STEM,Growth,Com FAP,,,,Não,Sem sócio,SE,Ativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
ID00360,Valdir,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Sem DP STEM,Transição STEM,Growth,Sem FAP,,,,Sim,Similar,SE,Ativa,Informação e comunicação (58-63)
ID00172,Vanessa,Ativo,46+ anos,Branca,Feminino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,,,,,Não encontrado
ID00207,Vânia,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Educação (85)
ID00219,Vera,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Pós não-STEM,Não publicou,1 LE,Com regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Inativa,Atividades administrativas e serviços complementares
ID00169,Vicente,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Com regionalização,Com internacionalização,04-06 cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Lab,Sem FAP,,,,Sim,Similar,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00051,Vinícius,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,2+ LE,Com regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,,,,,Não encontrado
ID00196,Virgílio,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,MEI,Ativa,Atividades administrativas e serviços complementares
ID00079,Wesley,Ativo,46+ anos,PPI,Masculino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Não publicou,2+ LE,Com regionalização,Com internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Informação e comunicação (58-63)
ID00060,Wilian,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação não-STEM,Pós não-STEM,Não publicou,1 LE,Com regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Diverso,EPP,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00248,Wilmar,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Doutor(a),IES pública,Graduação não-STEM,Pós não-STEM,Publicou,2+ LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Lab,Com FAP,,,,Não,Sem sócio,MEI,Ativa,Informação e comunicação (58-63)
ID00126,Yago,Ativo,46+ anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Com regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Com FAP,,,,Sim,Diverso,ME,Ativa,Informação e comunicação (58-63)
ID00255,Yasmin,Ativo,31-45 anos,Branca,Feminino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Com regionalização,Com internacionalização,07-09 cargos,Com experiência pública,Sim,Com experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Diverso,ME,Ativa,Informação e comunicação (58-63)
ID00272,Yuri,Ativo,46+ anos,PPI,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Diverso,SE,Inativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
